Transaction_ID,Timestamp,Sender_Name,Sender_UPI_ID,Receiver_Name,Receiver_UPI_ID,Amount_INR,Status,is_fraud
36eb5a5d-7689-461f-a886-a0368de2fcb1,2023-04-26 22:00:00,User 1117,user1117@bank,User 179,user179@bank,736.81,SUCCESS,0
4f9be9ef-a0c5-46cd-93d1-a0c561a674a8,2024-02-05 23:00:00,User 703,user703@bank,User 1983,user1983@bank,348.79,SUCCESS,0
557cf2a5-1c25-4012-83ec-b78542c41508,2024-06-14 19:00:00,User 1384,user1384@bank,User 1545,user1545@bank,509.47,SUCCESS,0
9131353b-e1c0-4cd2-a1b2-cf01d202cc63,2024-07-13 13:00:00,User 1909,user1909@bank,User 93,user93@bank,87.13,SUCCESS,0
88e94607-f66d-4b7f-97d7-5a9f8563cf6b,2024-12-27 08:00:00,User 1172,user1172@bank,User 977,user977@bank,1008.82,SUCCESS,0
4d83993e-eeaa-47b4-ab44-6bc3e9fe9fc0,2024-07-17 17:00:00,User 197,user197@bank,User 1957,user1957@bank,1887.4,SUCCESS,0
c4057052-9132-4652-a07e-4dd96f08d876,2023-06-07 05:00:00,User 1389,user1389@bank,User 288,user288@bank,1490.46,SUCCESS,0
738a46b6-8dc4-4823-8a32-4bb8cfa19333,2023-08-10 23:00:00,User 816,user816@bank,User 935,user935@bank,1645.35,SUCCESS,0
9252cba3-4c34-42cd-82a8-82e0456cd8a7,2024-07-02 03:00:00,User 132,user132@bank,User 575,user575@bank,532.53,SUCCESS,0
8918da94-06e3-41b7-b8c0-55a84f561539,2024-09-01 07:00:00,User 423,user423@bank,User 383,user383@bank,1597.05,SUCCESS,0
453d0fcb-29f7-41e1-b55b-b4173e83602b,2024-06-09 09:00:00,User 1134,user1134@bank,User 1576,user1576@bank,1351.4,SUCCESS,0
4a6fdaaa-881d-4bce-9410-de0a0731fe36,2023-07-10 15:00:00,User 1468,user1468@bank,User 1785,user1785@bank,132.56,SUCCESS,0
b046b09f-b67a-4a4d-9a28-aeb4e606dca7,2023-07-25 05:00:00,User 1366,user1366@bank,User 9,user9@bank,141.63,SUCCESS,0
c9ae5c03-e4a6-4107-9006-f82a7eddaa49,2024-04-11 20:00:00,User 1036,user1036@bank,User 1975,user1975@bank,556.11,SUCCESS,0
681d4f34-b4b4-4b18-b1f8-165bac57d617,2024-02-07 04:00:00,User 1835,user1835@bank,User 1760,user1760@bank,537.11,SUCCESS,0
73e911d6-303d-4970-9f06-386fabaa9997,2024-10-13 15:00:00,User 345,user345@bank,User 93,user93@bank,1595.41,SUCCESS,0
506a3673-fbca-481b-98fc-b143e3504fb6,2023-12-11 06:00:00,User 1509,user1509@bank,User 1345,user1345@bank,797.76,SUCCESS,0
e840b984-5be1-4f0d-a33a-6627f5d6923f,2023-11-04 02:00:00,User 219,user219@bank,User 1563,user1563@bank,253.7,SUCCESS,0
a1b047c8-c050-4545-8705-3c5003ee8816,2025-01-16 15:00:00,User 1467,user1467@bank,User 1978,user1978@bank,1653.64,SUCCESS,0
35dddb58-a7c3-4dce-9a7e-de1a03029e5f,2023-02-22 09:00:00,User 1854,user1854@bank,User 518,user518@bank,513.52,SUCCESS,0
7608bd10-f18f-422b-9cbf-e8420ab993f8,2024-02-11 06:00:00,User 970,user970@bank,User 175,user175@bank,1778.02,SUCCESS,0
1d3ef2c8-f738-441d-aaea-8725d954d9f9,2023-10-23 02:00:00,User 511,user511@bank,User 1241,user1241@bank,811.36,SUCCESS,0
3fb5ae41-94f3-4343-ba0d-f1a8c988f14e,2024-01-19 03:00:00,User 282,user282@bank,User 1945,user1945@bank,1740.57,SUCCESS,0
478d0367-c7ee-49cd-8faa-49e38d7f855e,2023-08-03 06:00:00,User 929,user929@bank,User 737,user737@bank,432.65,SUCCESS,0
47663ae9-c9b7-490a-ba73-f5d9fa67c262,2025-03-01 10:00:00,User 1342,user1342@bank,User 1280,user1280@bank,731.09,SUCCESS,0
278ba129-c64b-4692-97b7-6a5efb54f257,2024-05-09 10:00:00,User 1900,user1900@bank,User 469,user469@bank,575.76,SUCCESS,0
810f7da7-5949-4f61-bb40-1b8466c04408,2024-02-12 19:00:00,User 519,user519@bank,User 350,user350@bank,1804.31,SUCCESS,0
62a54b61-ae5c-44c8-8053-129a9898482b,2024-04-23 13:00:00,User 1686,user1686@bank,User 379,user379@bank,302.24,SUCCESS,0
1c611662-ac87-4abd-9f52-b1ecf72cb71b,2024-04-20 18:00:00,User 796,user796@bank,User 857,user857@bank,640.69,SUCCESS,0
684ba7f1-b792-4aa4-8802-32fdbe402d43,2024-09-25 16:00:00,User 1596,user1596@bank,User 378,user378@bank,811.56,SUCCESS,0
46915e74-a162-40ce-86fd-2c87cebab554,2024-08-07 23:00:00,User 1093,user1093@bank,User 843,user843@bank,889.81,SUCCESS,0
436f2be8-bb43-4f76-8bd0-ef07d37f90ff,2023-01-22 10:00:00,User 1563,user1563@bank,User 280,user280@bank,454.5,SUCCESS,0
7ed24193-a95b-42a0-ab60-9ea24a9bda3c,2023-02-04 06:00:00,User 563,user563@bank,User 243,user243@bank,1444.87,SUCCESS,0
b11a1fb4-f06a-4b2b-8533-a319a2b72865,2023-04-13 03:00:00,User 974,user974@bank,User 949,user949@bank,732.04,SUCCESS,0
3cdcb1f7-f07b-422a-9d86-6459992c3439,2024-07-10 13:00:00,User 1213,user1213@bank,User 1312,user1312@bank,810.4,SUCCESS,0
657d8686-ba12-4ad9-8115-bfcba43ab291,2024-10-28 10:00:00,User 1389,user1389@bank,User 1390,user1390@bank,1402.53,SUCCESS,0
f95c2181-23ec-4b38-842a-ad325f86f88d,2024-09-29 07:00:00,User 210,user210@bank,User 1642,user1642@bank,834.84,SUCCESS,0
eddfff81-b3ba-4ffa-bece-4a0f9e143d13,2024-12-05 07:00:00,User 510,user510@bank,User 534,user534@bank,341.86,SUCCESS,0
2b526062-fdea-4400-b844-f63170e680fa,2024-09-22 01:00:00,User 247,user247@bank,User 1813,user1813@bank,724.69,SUCCESS,0
06e09d7d-d9f1-4b11-8e0a-5d19fba52510,2024-05-01 16:00:00,User 1731,user1731@bank,User 238,user238@bank,317.82,SUCCESS,0
2b7fbdb2-e944-48da-9f16-bb1bbe5a6a39,2023-03-24 15:00:00,User 1744,user1744@bank,User 1109,user1109@bank,1241.07,SUCCESS,0
130fe639-6b01-4356-bf92-3b6add1e3682,2025-02-26 09:00:00,User 1719,user1719@bank,User 985,user985@bank,286.46,SUCCESS,0
5d49b3dc-71bf-4473-b9bc-8daee58e87b5,2024-07-09 17:00:00,User 1338,user1338@bank,User 944,user944@bank,349.32,SUCCESS,0
81c5fc02-3b29-456c-b52f-aa269a55edb3,2023-04-17 10:00:00,User 1508,user1508@bank,User 1830,user1830@bank,756.89,SUCCESS,0
bbeb0169-304c-4fc2-b999-470285152580,2024-01-22 20:00:00,User 1064,user1064@bank,User 12,user12@bank,479.36,SUCCESS,0
94c16dbf-d1a8-4fb4-b873-c2d390113b89,2024-08-27 18:00:00,User 1586,user1586@bank,User 790,user790@bank,1193.87,SUCCESS,0
fcf3871a-02c4-48cc-ba7b-fc2317db1241,2024-05-31 07:00:00,User 268,user268@bank,User 40,user40@bank,678.93,SUCCESS,0
a8ba41f7-3f70-4fa6-b8e2-eb205f5ef10c,2023-11-01 11:00:00,User 1459,user1459@bank,User 373,user373@bank,563.59,SUCCESS,0
3846209b-4bc5-4b88-920e-da7725de99ab,2024-02-27 21:00:00,User 111,user111@bank,User 1702,user1702@bank,431.68,SUCCESS,0
43aa2d79-f057-4a89-9cb8-ca184733cbc1,2023-10-20 09:00:00,User 273,user273@bank,User 808,user808@bank,995.34,SUCCESS,0
e1b5a1a0-b2e5-45bb-93b3-b095d773fb19,2023-03-03 04:00:00,User 959,user959@bank,User 960,user960@bank,748.7,SUCCESS,0
f0a13d83-6e9f-4105-9e1a-64e37d9f1c43,2024-06-11 15:00:00,User 1270,user1270@bank,User 800,user800@bank,1788.37,SUCCESS,0
b3fb33b0-ffc7-4847-9879-471c9066f692,2025-02-10 22:00:00,User 1432,user1432@bank,User 321,user321@bank,430.23,SUCCESS,0
760c3cb1-aefd-4c6d-a457-805bc8212654,2023-10-03 18:00:00,User 1139,user1139@bank,User 1818,user1818@bank,1062.73,SUCCESS,0
b4c0dc88-9252-4a12-9d78-968ab493e935,2023-04-15 19:00:00,User 975,user975@bank,User 108,user108@bank,367.51,SUCCESS,0
0392b77c-1cf7-4b1a-8d65-50004c3bb074,2023-01-09 02:20:00,User 99,user99@bank,User 544,user544@bank,436.64,SUCCESS,1
922c2810-632f-455d-9927-14f09f27f715,2023-01-03 13:10:00,User 149,user149@bank,User 1385,user1385@bank,2028.86,SUCCESS,1
b781f86c-b2ed-4cbe-9a38-1441d581ded9,2025-01-23 00:00:00,User 1125,user1125@bank,User 1041,user1041@bank,67.28,SUCCESS,0
89aecb12-8a93-45c4-9762-a335a125f575,2023-03-18 01:00:00,User 921,user921@bank,User 242,user242@bank,1750.67,SUCCESS,0
b22ba9d5-f78d-4a1e-b7e1-505ecad9ce63,2023-06-05 02:00:00,User 1098,user1098@bank,User 81,user81@bank,192.85,SUCCESS,0
641fb9ac-6e55-4ebc-99f2-465dfda84f87,2024-01-23 07:00:00,User 706,user706@bank,User 1229,user1229@bank,1834.13,SUCCESS,0
6f956be4-5278-4e41-8ead-2db4381b636c,2023-01-10 13:00:00,User 745,user745@bank,User 1377,user1377@bank,1255.8,SUCCESS,0
b9c058e1-4068-4d61-b45c-7608ac9684dc,2023-03-24 17:00:00,User 172,user172@bank,User 142,user142@bank,532.0,SUCCESS,0
3b9a2889-381a-4de4-80e7-4cc8df6fd213,2023-04-03 17:00:00,User 1835,user1835@bank,User 689,user689@bank,521.24,SUCCESS,0
d0ea8032-42d7-462a-99c0-27a1fa2b1ea2,2024-03-05 10:00:00,User 1501,user1501@bank,User 1606,user1606@bank,1071.12,SUCCESS,0
6eee4d23-078b-4337-b3e5-48fff0b63c6c,2024-08-23 08:00:00,User 257,user257@bank,User 916,user916@bank,1776.54,SUCCESS,0
851b463b-6fd3-4789-a673-5a70cac38416,2024-04-08 07:00:00,User 1285,user1285@bank,User 1362,user1362@bank,464.78,SUCCESS,0
e0b6e9b6-09ed-4a45-b035-30d06fe9db92,2023-07-20 06:00:00,User 262,user262@bank,User 621,user621@bank,620.08,SUCCESS,0
8eb7e9aa-9ac1-4087-a3bf-4efe03f3063f,2023-08-27 15:00:00,User 1740,user1740@bank,User 66,user66@bank,439.25,SUCCESS,0
5e630b0e-da4a-4a21-8be0-4e7f86c3dcb9,2024-04-08 12:00:00,User 969,user969@bank,User 1620,user1620@bank,1206.67,SUCCESS,0
9d23122c-6fe0-4b12-8e02-86244d867de8,2023-08-06 00:00:00,User 770,user770@bank,User 1296,user1296@bank,670.26,SUCCESS,0
cbbc6dd3-70d0-4ede-9b6f-1d5d4d569c8c,2024-06-23 10:00:00,User 1915,user1915@bank,User 364,user364@bank,1394.15,SUCCESS,0
0363a689-6b5e-455d-8503-4d6bd6534866,2023-05-08 07:00:00,User 1785,user1785@bank,User 372,user372@bank,1120.44,SUCCESS,0
344d4741-eb1d-4e96-9521-06a775b6cec4,2024-03-19 05:00:00,User 1217,user1217@bank,User 1651,user1651@bank,1674.77,SUCCESS,0
7b46dba9-8472-43e9-8e44-78aa6aaa1746,2025-02-27 00:00:00,User 486,user486@bank,User 1424,user1424@bank,1092.67,SUCCESS,0
9e830835-d7f4-4497-af81-e6ec669d321e,2024-08-30 12:00:00,User 822,user822@bank,User 332,user332@bank,466.61,SUCCESS,0
b6233e22-9c72-4bb2-a125-7e1881a382cf,2023-10-09 09:00:00,User 910,user910@bank,User 353,user353@bank,1772.01,SUCCESS,0
99e628d9-1bc5-40cf-aafb-75aa17b4957c,2024-02-24 01:00:00,User 1708,user1708@bank,User 1617,user1617@bank,1105.0,SUCCESS,0
cb937798-710b-462b-8448-17234f33348b,2023-11-08 12:00:00,User 518,user518@bank,User 505,user505@bank,801.1,SUCCESS,0
ede42a1d-d1eb-4254-9e4d-cc332ff6880a,2024-03-30 23:00:00,User 1242,user1242@bank,User 45,user45@bank,1732.84,SUCCESS,0
377c5877-b6d1-4cda-8551-1ff18949a451,2024-01-25 08:00:00,User 1386,user1386@bank,User 158,user158@bank,1914.45,SUCCESS,0
a42222ba-eb3b-4956-a570-e690b4a3a9df,2023-04-21 05:00:00,User 588,user588@bank,User 1121,user1121@bank,337.66,SUCCESS,0
52c67d76-dc3c-41ea-9060-7aa0f20a1947,2023-11-15 08:00:00,User 863,user863@bank,User 1593,user1593@bank,1220.0,SUCCESS,0
52055628-f03c-4555-ae6b-00e2b163f806,2023-01-07 08:00:00,User 1149,user1149@bank,User 1628,user1628@bank,1119.56,SUCCESS,0
a3cb2173-c10e-46e6-a343-7707f25ecd1d,2024-06-16 08:00:00,User 625,user625@bank,User 1980,user1980@bank,1361.68,SUCCESS,0
70ee86ac-3a66-4e09-a7f1-092792fcd569,2024-09-20 08:00:00,User 160,user160@bank,User 661,user661@bank,1839.34,SUCCESS,0
80d993fc-1e2c-46e0-be62-8240b6ccca62,2023-01-30 12:10:00,User 1168,user1168@bank,User 998,user998@bank,4891.19,SUCCESS,1
ea56324c-f8f1-4588-a5b0-2716d590b00c,2023-06-26 20:00:00,User 158,user158@bank,User 1591,user1591@bank,1949.05,SUCCESS,0
708ec757-8e26-4591-9f38-a777ef9206fd,2024-11-05 07:00:00,User 1875,user1875@bank,User 1462,user1462@bank,351.28,SUCCESS,0
f86ad847-4fea-4c53-89dd-21d624fd5a2f,2023-05-22 20:00:00,User 36,user36@bank,User 137,user137@bank,500.52,SUCCESS,0
aeb2af77-91f6-4055-b8bd-f1c872220f91,2024-08-08 19:00:00,User 1717,user1717@bank,User 384,user384@bank,1511.45,SUCCESS,0
82d379ac-340a-475f-9acc-b6c629ba3b28,2025-02-02 03:00:00,User 1083,user1083@bank,User 995,user995@bank,548.49,SUCCESS,0
9833f95c-1046-491a-89b5-3a830886a83a,2023-08-02 08:00:00,User 822,user822@bank,User 1044,user1044@bank,1583.3,SUCCESS,0
32a03806-943d-4f7c-99c8-ee95579c2737,2024-08-20 13:00:00,User 1442,user1442@bank,User 1105,user1105@bank,1712.21,SUCCESS,0
13a6d130-aaf9-42f1-82a5-08ea352867b2,2024-07-06 10:00:00,User 1442,user1442@bank,User 1505,user1505@bank,1181.08,SUCCESS,0
591bae32-ae4a-45bf-850c-1aaf1956785f,2024-03-24 17:00:00,User 13,user13@bank,User 111,user111@bank,874.68,SUCCESS,0
8b5c2713-a769-4675-b96e-73403d48bb0f,2024-05-30 12:00:00,User 1863,user1863@bank,User 1381,user1381@bank,901.11,SUCCESS,0
7bb4666e-ca73-4120-8a12-014f7cb3259e,2024-04-06 19:00:00,User 842,user842@bank,User 1645,user1645@bank,166.94,SUCCESS,0
604fbef0-596f-4951-b478-c58b96809b69,2023-09-24 06:00:00,User 1863,user1863@bank,User 280,user280@bank,1835.62,SUCCESS,0
7501a982-aa7c-44f9-80f2-c03975bdf93e,2023-04-19 23:00:00,User 1116,user1116@bank,User 1268,user1268@bank,1587.93,SUCCESS,0
a2c01f58-3ad8-429a-b096-2d77c41d2163,2023-12-22 15:00:00,User 1801,user1801@bank,User 1989,user1989@bank,1331.09,SUCCESS,0
4997095e-3ce1-4d9c-93b1-f557dc8445f7,2024-10-26 22:00:00,User 1380,user1380@bank,User 307,user307@bank,792.95,SUCCESS,0
6c5b7c9e-981a-438b-b3e5-6906190f3ce7,2024-12-18 01:00:00,User 649,user649@bank,User 1584,user1584@bank,1444.23,SUCCESS,0
f201196a-2fc0-4f6e-9581-a774ec085914,2023-07-16 19:00:00,User 672,user672@bank,User 574,user574@bank,240.39,SUCCESS,0
af2da32f-4223-42cc-b232-6fa6c4dd94cc,2024-06-23 20:00:00,User 852,user852@bank,User 793,user793@bank,373.91,SUCCESS,0
b66ff5b7-de8a-4fa0-b5a0-7b8cb82ff5f1,2025-02-21 16:00:00,User 1087,user1087@bank,User 1629,user1629@bank,224.86,SUCCESS,0
2d3da0fd-cb40-4696-b8d8-c5abe46f1384,2025-01-01 09:00:00,User 1321,user1321@bank,User 182,user182@bank,1338.5,SUCCESS,0
0526181c-702c-43db-a0f1-19ca2af052f7,2023-03-15 21:00:00,User 843,user843@bank,User 158,user158@bank,610.56,SUCCESS,0
b1a4db6d-112f-461a-b88f-48f65de1a352,2024-06-08 18:00:00,User 1402,user1402@bank,User 1238,user1238@bank,669.91,SUCCESS,0
dece0fc2-783d-4c52-b4ec-d470245643df,2023-04-25 11:00:00,User 1247,user1247@bank,User 534,user534@bank,153.68,SUCCESS,0
e94be7f6-b6c4-43f1-b487-1591ddc3373b,2024-03-26 08:00:00,User 1643,user1643@bank,User 1723,user1723@bank,1539.3,SUCCESS,0
312125f9-cc5a-434c-ba1a-977bedc160a7,2023-05-24 00:00:00,User 910,user910@bank,User 1221,user1221@bank,1769.18,SUCCESS,0
8d038a89-271c-42ed-84a1-be92a65043c1,2023-10-26 16:00:00,User 1692,user1692@bank,User 129,user129@bank,590.94,SUCCESS,0
ce7ab509-3384-41e1-8648-179e9a5a6b17,2024-05-06 19:00:00,User 1169,user1169@bank,User 101,user101@bank,1459.58,SUCCESS,0
6cdf9259-3d0b-4fc6-abe8-58d4378e4ca3,2023-03-21 00:00:00,User 310,user310@bank,User 1056,user1056@bank,1428.75,SUCCESS,0
e13815c3-37e2-49aa-8cde-653fb2a59e60,2023-11-18 09:00:00,User 422,user422@bank,User 1076,user1076@bank,151.11,SUCCESS,0
5a28e0d3-7d93-48e2-8dd3-36c1e9b6944a,2023-05-06 07:00:00,User 1596,user1596@bank,User 859,user859@bank,823.58,SUCCESS,0
18ed5290-3910-49d0-a0d8-740c5a2ef390,2023-02-13 21:00:00,User 1137,user1137@bank,User 1390,user1390@bank,810.56,SUCCESS,0
4e95cf23-c3fa-4a10-87ae-a3c07b7f0b79,2024-03-22 17:00:00,User 1508,user1508@bank,User 1698,user1698@bank,1538.67,SUCCESS,0
d8169d1d-51a3-4ba7-9f83-bc8e3cc6596b,2025-02-15 18:00:00,User 1684,user1684@bank,User 515,user515@bank,110.13,SUCCESS,0
266654ee-efd6-454a-85c9-68e908b6897e,2025-02-10 05:00:00,User 1347,user1347@bank,User 1414,user1414@bank,1438.14,SUCCESS,0
ba482282-b3ad-4a3e-af57-2784d6a9ccb9,2023-08-08 09:00:00,User 1489,user1489@bank,User 1611,user1611@bank,1196.71,SUCCESS,0
d59fac6c-6ee4-42a6-8d50-b6ba10e4fc1a,2024-05-25 23:00:00,User 116,user116@bank,User 968,user968@bank,430.72,SUCCESS,0
96e22907-7c13-431f-bd78-c9725aa551b7,2024-04-25 19:00:00,User 205,user205@bank,User 1868,user1868@bank,1449.9,SUCCESS,0
5d9b77a7-055f-4026-8dd4-9704b0ff0fb5,2023-01-13 13:00:00,User 1522,user1522@bank,User 1412,user1412@bank,478.64,SUCCESS,0
93f59011-940d-46f2-9441-c4ea6976f0d4,2024-01-06 05:00:00,User 1476,user1476@bank,User 1036,user1036@bank,1799.28,SUCCESS,0
1de9ac8a-b4db-4805-9066-61309fe1a10e,2024-01-13 20:00:00,User 1016,user1016@bank,User 776,user776@bank,803.09,SUCCESS,0
5d8d0510-1a6f-45f0-ba00-5a098c0394a6,2024-05-04 14:00:00,User 384,user384@bank,User 1237,user1237@bank,1907.68,SUCCESS,0
e733bf08-c6a5-4a81-9777-d6c45e827874,2023-11-09 06:00:00,User 905,user905@bank,User 684,user684@bank,1177.66,SUCCESS,0
30015b47-bbaa-49f9-a8e5-8df4860acc58,2023-02-02 17:10:00,User 1074,user1074@bank,User 1404,user1404@bank,2422.86,SUCCESS,1
01914b1b-d427-4400-92d8-a8b47a606cc3,2023-01-08 07:00:00,User 1627,user1627@bank,User 1239,user1239@bank,1625.71,SUCCESS,0
c9ecd50e-ca11-48f3-9611-57c036676d39,2024-11-01 06:00:00,User 1208,user1208@bank,User 781,user781@bank,1395.23,SUCCESS,0
a8ca9636-3bc2-4f1d-9aae-c1961b7a6de5,2023-12-31 09:00:00,User 1024,user1024@bank,User 215,user215@bank,670.39,SUCCESS,0
6de3f1fd-14e3-46b5-b90b-f5c1f0220879,2024-06-16 03:00:00,User 629,user629@bank,User 1728,user1728@bank,1926.74,SUCCESS,0
c9828190-2904-47c5-a263-f3c1a6d5a81a,2024-11-29 17:00:00,User 374,user374@bank,User 117,user117@bank,716.04,SUCCESS,0
5582dd2d-5234-446c-84d0-6a11a4a67357,2025-02-25 20:00:00,User 1703,user1703@bank,User 997,user997@bank,1635.13,SUCCESS,0
6db6949a-373f-489c-9b7f-3ea4a30ed2fa,2024-06-20 01:00:00,User 1089,user1089@bank,User 238,user238@bank,1271.61,SUCCESS,0
eedc8c33-137f-4e68-98e4-029002034a6c,2023-06-04 09:00:00,User 468,user468@bank,User 515,user515@bank,1323.87,SUCCESS,0
34de9d4c-2f7e-4848-b7ce-e4127e57259f,2024-02-13 05:00:00,User 1359,user1359@bank,User 1840,user1840@bank,499.12,SUCCESS,0
a49feb4c-e68a-463f-9f79-431a688d7022,2025-03-02 06:00:00,User 759,user759@bank,User 1471,user1471@bank,1066.86,SUCCESS,0
1d57a459-d395-4cc4-bf62-a095e8ac477e,2023-10-02 11:00:00,User 1761,user1761@bank,User 851,user851@bank,83.43,SUCCESS,0
e85402f2-e413-433a-a68b-17fa02e800c6,2023-07-17 16:00:00,User 1624,user1624@bank,User 407,user407@bank,1945.31,SUCCESS,0
1e7a628f-7901-4347-81ff-513a9c27353d,2024-02-09 20:00:00,User 682,user682@bank,User 1282,user1282@bank,734.73,SUCCESS,0
89c7cdad-1859-41e4-96df-9b94873e051b,2023-02-13 20:00:00,User 865,user865@bank,User 991,user991@bank,1456.07,SUCCESS,0
36b9b3a8-20a4-46c8-9159-2fb09d09fc33,2023-10-31 05:00:00,User 1393,user1393@bank,User 635,user635@bank,1118.29,SUCCESS,0
5564d7f2-45c7-4449-af4c-231a0ba347d9,2023-02-25 08:00:00,User 358,user358@bank,User 1865,user1865@bank,1196.31,SUCCESS,0
01a14816-7b75-4d30-8a8b-66161eff9280,2023-07-10 16:00:00,User 1964,user1964@bank,User 1476,user1476@bank,1840.56,SUCCESS,0
010b6d06-c3f5-4fb4-9d16-9c4da47579fb,2023-07-22 05:00:00,User 359,user359@bank,User 1272,user1272@bank,1206.04,SUCCESS,0
d8ebabdf-dff0-438f-b801-7a7081f4c2db,2024-11-17 05:00:00,User 279,user279@bank,User 684,user684@bank,189.95,SUCCESS,0
dfd4ae67-8445-4658-a1ab-bd5a844d373c,2024-08-01 11:00:00,User 704,user704@bank,User 910,user910@bank,761.07,SUCCESS,0
314fc0e7-fdc2-4fc7-8723-98ce29ef5fe3,2023-01-03 02:16:00,User 1348,user1348@bank,User 813,user813@bank,292.76,SUCCESS,1
7e284be0-cf69-4a74-aace-2cc6ffe138ed,2023-02-01 17:00:00,User 1532,user1532@bank,User 1831,user1831@bank,761.36,SUCCESS,0
bcdf64f4-ee0b-4c5d-a682-eb447904a023,2023-01-27 04:00:00,User 1330,user1330@bank,User 24,user24@bank,1716.19,SUCCESS,0
37fafac6-2c9c-48c1-9f93-7ec0fa1e1c8a,2023-10-06 02:00:00,User 1555,user1555@bank,User 1443,user1443@bank,446.43,SUCCESS,0
865dbdfd-01f5-4b13-bb70-eafef9f3e727,2025-02-06 21:00:00,User 1762,user1762@bank,User 870,user870@bank,1653.46,SUCCESS,0
72c8d334-fa18-4d4c-9a70-8424a996d4ba,2025-01-22 05:00:00,User 1433,user1433@bank,User 1382,user1382@bank,1605.3,SUCCESS,0
1c2f1cf1-d0c8-454a-8281-3baa4da31785,2024-01-11 03:00:00,User 1486,user1486@bank,User 131,user131@bank,177.32,SUCCESS,0
b5905b50-79f9-40a2-95ba-e39018aa6403,2023-01-30 18:10:00,User 1169,user1169@bank,User 1909,user1909@bank,3024.31,SUCCESS,1
b698b69f-71bf-4bde-95e6-4479351b5e40,2024-08-16 00:00:00,User 918,user918@bank,User 573,user573@bank,1387.79,SUCCESS,0
5bf6c40a-e460-47c1-8807-3f511d1642b0,2024-06-30 22:00:00,User 1975,user1975@bank,User 270,user270@bank,489.3,SUCCESS,0
e2dee1a7-4df2-41bd-bfc8-69dbfedd32b3,2024-08-06 16:00:00,User 693,user693@bank,User 1358,user1358@bank,364.95,SUCCESS,0
27dd0242-7e4e-48e4-a812-1c3e1c690797,2023-07-11 14:00:00,User 638,user638@bank,User 10,user10@bank,807.49,SUCCESS,0
1842e380-b6a8-4ceb-87d3-8b5c05eac6d7,2024-12-03 09:00:00,User 1895,user1895@bank,User 943,user943@bank,1792.71,SUCCESS,0
7f1529d2-6741-4159-b21c-b8d171ea6c07,2025-02-19 11:00:00,User 1404,user1404@bank,User 1727,user1727@bank,136.52,SUCCESS,0
4636ec8c-b665-4187-ae61-669f3ab03ad7,2023-05-19 19:00:00,User 1675,user1675@bank,User 1444,user1444@bank,753.28,SUCCESS,0
